Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-06,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122
HOUSTON-HOBBY,B-737-200,None,1990-08-06,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
LOS ANGELES INTL,B-737-300,None,1990-08-09,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,165
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-09,AMERICAN AIRLINES,Texas,Approach,Small,Horned lark,Day,0,0,0,132
LOS ANGELES INTL,PA-31 NAVAJO,None,1990-08-09,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
LOS ANGELES INTL,L-1011,Minor,1990-08-10,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
PHOENIX SKY HARBOR,B-727,None,1990-08-12,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
LOS ANGELES INTL,L-1011,None,1990-08-12,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
TETERBORO AIRPORT,IAI ASTRA JT,None,1990-08-13,UNKNOWN,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
SALT LAKE CITY INTL,MD-87,None,1990-08-13,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150
NASHVILLE INTL,DC-9-30,Minor,1990-08-15,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210
JOHN F KENNEDY INTL,DC-10-10,None,1990-08-15,AMERICAN AIRLINES,New York,Approach,Small,American robin,Day,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,1990-08-16,US AIRWAYS*,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,130
NASHVILLE INTL,MD-82,None,1990-08-16,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1990-08-17,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-08-17,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170
NASHVILLE INTL,B-737-200,Substantial,1990-08-18,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210
MINNEAPOLIS-ST PAUL INTL,C-9,None,1990-08-18,MILITARY,Minnesota,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,123
WILL ROGERS WORLD ARPT,MD-80,None,1990-08-19,AMERICAN AIRLINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
EPPLEY AIRFIELD,B-727,None,1990-08-19,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,B-727,None,1990-08-20,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,1990-08-20,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-08-21,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145
GREATER PITTSBURGH,B-737-300,Substantial,1990-08-21,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,DC-8-70,None,1990-08-22,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1990-08-23,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
INDIANAPOLIS INTL,B-737-200,Medium,1990-08-23,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,95
GREATER PITTSBURGH,DC-9,None,1990-08-24,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HOUSTON-HOBBY,B-737-500,Minor,1990-08-24,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150
PHILADELPHIA INTL,MD-80,None,1990-08-24,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHILADELPHIA INTL,MD-80,None,1990-08-24,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-08-25,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-25,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
MINETA SAN JOSE INTL,MERLIN III,None,1990-08-25,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103
MINETA SAN JOSE INTL,MD-80,None,1990-08-27,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160
MINETA SAN JOSE INTL,STINSON 108,None,1990-08-27,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,40
SALT LAKE CITY INTL,B-727-200,None,1990-08-27,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
WILL ROGERS WORLD ARPT,B-727,None,1990-08-28,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,250
AUSTIN-BERGSTROM INTL,B-737-200,None,1990-08-28,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1990-08-28,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,MD-82,None,1990-08-28,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
PORTLAND INTL (OR),MD-80,None,1990-08-29,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130
NEW ORLEANS INTL,B-737-300,None,1990-08-29,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-29,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,MD-80,None,1990-08-30,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1990-08-30,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,1990-08-30,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195
DALLAS/FORT WORTH INTL ARPT,DC-10,None,1990-08-31,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250
DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,1990-08-31,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-08-31,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
JOHN F KENNEDY INTL,A-300,None,1990-08-31,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-08-31,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210
DALLAS/FORT WORTH INTL ARPT,B-727,None,1990-09-01,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,1990-09-01,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,1990-09-01,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,1990-09-03,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
ATLANTA INTL,B-737,None,1990-09-04,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,150
GREATER PITTSBURGH,B-737,None,1990-09-05,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,180
GREATER PITTSBURGH,B-737-300,None,1990-09-05,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-05,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,135
RONALD REAGAN WASHINGTON NATL,MD-82,None,1990-09-06,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,240
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-06,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-06,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
NASHVILLE INTL,B-727-200,None,1990-09-06,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,None,1990-09-07,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SAN ANTONIO INTL,MD-80,None,1990-09-07,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
ATLANTIC CITY INTL,SAAB-340,None,1990-09-07,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,100
GREATER PITTSBURGH,B-737-300,None,1990-09-07,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,1990-09-09,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
RONALD REAGAN WASHINGTON NATL,B-737-200,None,1990-09-10,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-727,None,1990-09-10,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150
HONOLULU INTL ARPT,DC-9-50,None,1990-09-10,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
NEW ORLEANS INTL,DC-10-10,None,1990-09-10,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,155
PORTLAND INTL (OR),C-560,None,1990-09-10,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,115
ATLANTIC CITY INTL,CASA C-212,None,1990-09-10,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
INDIANAPOLIS INTL,B-737-200,None,1990-09-10,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,100
RONALD REAGAN WASHINGTON NATL,MD-80,None,1990-09-10,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,160
LAGUARDIA NY,MD-80,None,1990-09-10,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,1990-09-11,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
GEORGE BUSH INTERCONTINENTAL,ATR-42,None,1990-09-12,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1990-09-12,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
ATLANTA INTL,MD-80,None,1990-09-12,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135
LOUISVILLE INTL ARPT,B-727,None,1990-09-13,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,230
GREATER PITTSBURGH,ATR-42,None,1990-09-13,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,1990-09-14,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130
PHILADELPHIA INTL,B-737-300,None,1990-09-14,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,T-38A,None,1990-09-14,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,130
HOUSTON-HOBBY,B-737-300,None,1990-09-15,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,1990-09-15,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160
LOS ANGELES INTL,B-737-200,Minor,1990-09-16,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320
PORT COLUMBUS INTL,DC-9-30,None,1990-09-16,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140
LAGUARDIA NY,B-727,None,1990-09-17,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210
ATLANTA INTL,MD-88,None,1990-09-17,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NASHVILLE INTL,B-727-200,None,1990-09-17,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230
PORTLAND INTL (OR),DHC8 DASH 8,None,1990-09-17,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,125
ATLANTIC CITY INTL,F-16,None,1990-09-18,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,0
NASHVILLE INTL,MD-80,None,1990-09-18,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,123
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-09-18,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,170
MINETA SAN JOSE INTL,BA-146,None,1990-09-18,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1990-09-20,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110
LOS ANGELES INTL,B-737-300,None,1990-09-20,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,90
LAGUARDIA NY,B-737-400,Medium,1990-09-21,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,
GEORGE BUSH INTERCONTINENTAL,EMB-120,None,1990-09-21,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,110
SALT LAKE CITY INTL,B-737-200,None,1990-09-21,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
MINETA SAN JOSE INTL,AEROS 350,None,1990-09-21,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,10
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-09-22,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
NASHVILLE INTL,B-727-200,None,1990-09-22,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
LAMBERT-ST LOUIS INTL,MD-83,None,1990-09-22,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,125
PORTLAND INTL (OR),B-737,None,1990-09-22,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1990-09-22,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135
LIHUE ARPT,BELL-206,Substantial,1990-09-23,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,60
NEW ORLEANS INTL,B-727,None,1990-09-23,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
NASHVILLE INTL,B-727-200,None,1990-09-24,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140
KANSAS CITY INTL,B-737,None,1990-09-24,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-09-25,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,127
DETROIT METRO WAYNE COUNTY ARPT,CITATION II,None,1990-09-25,BUSINESS,Michigan,Approach,Small,Unknown bird - small,Day,0,0,0,115
DALLAS/FORT WORTH INTL ARPT,B-767-300,None,1990-09-25,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
NASHVILLE INTL,B-727,None,1990-09-25,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,125
ATLANTIC CITY INTL,C-137C,C,1990-09-26,MILITARY,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,23656,23656,150
MINNEAPOLIS-ST PAUL INTL,SA227 AC METRO III,None,1990-09-26,MESABA AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,1990-09-26,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-09-27,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
NASHVILLE INTL,B-727-200,None,1990-09-27,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
NEWARK LIBERTY INTL ARPT,DC-9,None,1990-09-27,AIR CANADA,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-27,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,150
JOHN F KENNEDY INTL,DC-10-10,None,1990-09-27,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Day,0,0,0,141
SACRAMENTO INTL,B-737-300,None,1990-09-28,UNITED AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
SACRAMENTO INTL,MD-80,None,1990-09-28,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,DC-10,None,1990-09-30,AMERICAN AIRLINES,Texas,Approach,Large,Unknown bird - large,Day,0,0,0,180
SEATTLE-TACOMA INTL,B-737-300,Minor,1990-09-30,AMERICA WEST AIRLINES,Washington,Approach,Large,Canada goose,Dusk,0,0,0,140
LOUISVILLE INTL ARPT,B-727,None,1990-09-30,AMERICAN AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-09-30,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
BALTIMORE WASH INTL,B-737,None,1990-09-30,DELTA AIR LINES,Maryland,Take-off run,Small,Rock pigeon,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-10-01,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-10-01,AMERICAN AIRLINES,Texas,Approach,Small,American robin,Day,0,0,0,140
ORLANDO INTL,DC-10-10,None,1990-10-02,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,B-727,None,1990-10-04,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEW ORLEANS INTL,MD-80,None,1990-10-05,AMERICAN AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
HONOLULU INTL ARPT,B-737,None,1990-10-06,ALOHA AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,1990-10-07,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-10-09,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,1990-10-10,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,1990-10-10,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,190
JOHN F KENNEDY INTL,DC-10-10,None,1990-10-10,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,1990-10-10,UNITED AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
MEMPHIS INTL,B-737,None,1990-10-10,UNITED AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,Minor,1990-10-11,AMERICAN AIRLINES,Texas,Descent,Large,Unknown bird - large,Night,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-10-11,UNKNOWN,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,200
LOGAN INTL,B-737,Substantial,1990-10-12,US AIRWAYS*,Massachusetts,Take-off run,Medium,Herring gull,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-10-12,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200
ATLANTA INTL,DC-9,None,1990-10-12,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,MD-80,None,1990-10-12,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,150
HONOLULU INTL ARPT,B-737-200,None,1990-10-12,ALOHA AIRLINES,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,120
HONOLULU INTL ARPT,B-737,None,1990-10-13,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
SAN ANTONIO INTL,B-737-300,None,1990-10-13,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210
LOGAN INTL,B-737-300,None,1990-10-14,US AIRWAYS*,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-10-15,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,190
LIHUE ARPT,B-737-200,None,1990-10-15,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
BALTIMORE WASH INTL,B-727-100,None,1990-10-15,AMERICAN AIRLINES,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,230
ATLANTIC CITY INTL,F-16,None,1990-10-15,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
ATLANTIC CITY INTL,F-16,None,1990-10-15,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0
PHILADELPHIA INTL,MD-82,None,1990-10-17,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140
ATLANTA INTL,DC-10,None,1990-10-18,FEDEX EXPRESS,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,1990-10-18,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180
MINNEAPOLIS-ST PAUL INTL,B-727,None,1990-10-18,UNITED AIRLINES,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MINNEAPOLIS-ST PAUL INTL,MD-80,None,1990-10-18,TRANS WORLD AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,210
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,1990-10-19,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,146
LOS ANGELES INTL,BA-146-200,None,1990-10-19,US AIRWAYS*,California,Climb,Small,Unknown bird - small,Night,0,0,0,200
HONOLULU INTL ARPT,DC-9-10,None,1990-10-20,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,B-727,None,1990-10-21,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,None,1990-10-21,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,150
ATLANTA INTL,MD-88,None,1990-10-22,DELTA AIR LINES,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,1990-10-22,US AIRWAYS*,North Carolina,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140
ATLANTA INTL,MD-80,None,1990-10-22,AMERICAN AIRLINES,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,133
INDIANAPOLIS INTL,B-727-200,None,1990-10-22,AMERICAN AIRLINES,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
GREATER PITTSBURGH,MD-80,None,1990-10-22,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,1990-10-22,AMERICAN AIRLINES,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-80,None,1990-10-22,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
LOUISVILLE INTL ARPT,B-737-300,None,1990-10-23,US AIRWAYS*,Kentucky,Descent,Large,Unknown bird - large,Night,0,0,0,250
LAGUARDIA NY,B-727-200,None,1990-10-23,NORTHWEST AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,145
ORLANDO INTL,B-737-200,Minor,1990-10-23,US AIRWAYS*,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,MD-80,None,1990-10-24,CONTINENTAL AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,160
HONOLULU INTL ARPT,E-6,None,1990-10-24,MILITARY,Hawaii,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,0
